# STN,YYYYMMDD,   FG,  FXX,   TG,   DR,  VVN
209,20230601,83,140,     ,     ,     
209,20230602,75,120,     ,     ,     
209,20230603,61,110,     ,     ,     
209,20230604,75,120,     ,     ,     
209,20230605,77,130,     ,     ,     
209,20230606,75,120,     ,     ,     
209,20230607,72,120,     ,     ,     
209,20230608,71,130,     ,     ,     
209,20230609,80,130,     ,     ,     
209,20230610,77,120,     ,     ,     
209,20230611,55,100,     ,     ,     
209,20230612,63,120,     ,     ,     
209,20230613,75,120,     ,     ,     
209,20230614,74,120,     ,     ,     
209,20230615,50,100,     ,     ,     
209,20230616,45,70,     ,     ,     
209,20230617,34,70,     ,     ,     
209,20230618,48,120,     ,     ,     
209,20230619,65,160,     ,     ,     
209,20230620,54,160,     ,     ,     
209,20230621,48,110,     ,     ,     
209,20230622,55,110,     ,     ,     
209,20230623,31,80,     ,     ,     
209,20230624,40,70,     ,     ,     
209,20230625,39,90,     ,     ,     
209,20230626,73,120,     ,     ,     
209,20230627,50,80,     ,     ,     
209,20230628,53,80,     ,     ,     
209,20230629,71,130,     ,     ,     
209,20230630,90,180,     ,     ,     
209,20230701,92,170,     ,     ,     
209,20230702,104,160,     ,     ,     
209,20230703,114,200,     ,     ,     
209,20230704,79,150,     ,     ,     
209,20230705,133,380,     ,     ,     
209,20230706,58,100,     ,     ,     
209,20230707,56,90,     ,     ,     
209,20230708,55,120,     ,     ,     
209,20230709,35,120,     ,     ,     
209,20230710,45,90,     ,     ,     
209,20230711,69,130,     ,     ,     
209,20230712,93,150,     ,     ,     
209,20230713,78,120,     ,     ,     
209,20230714,65,120,     ,     ,     
209,20230715,105,210,     ,     ,     
209,20230716,150,240,     ,     ,     
209,20230717,96,150,     ,     ,     
209,20230718,40,80,     ,     ,     
209,20230719,40,80,     ,     ,     
209,20230720,29,70,     ,     ,     
209,20230721,51,120,     ,     ,     
209,20230722,100,200,     ,     ,     
209,20230723,123,180,     ,     ,     
209,20230724,83,130,     ,     ,     
209,20230725,68,160,     ,     ,     
209,20230726,65,150,     ,     ,     
209,20230727,93,140,     ,     ,     
209,20230728,66,100,     ,     ,     
209,20230729,93,140,     ,     ,     
209,20230730,118,180,     ,     ,     
209,20230731,121,170,     ,     ,     
209,20230801,103,180,     ,     ,     
209,20230802,104,190,     ,     ,     
209,20230803,92,170,     ,     ,     
209,20230804,64,120,     ,     ,     
209,20230805,64,150,     ,     ,     
209,20230806,114,220,     ,     ,     
209,20230807,109,200,     ,     ,     
209,20230808,98,150,     ,     ,     
209,20230809,50,100,     ,     ,     
209,20230810,37,80,     ,     ,     
209,20230811,64,100,     ,     ,     
209,20230812,81,150,     ,     ,     
209,20230813,84,140,     ,     ,     
209,20230814,43,90,     ,     ,     
209,20230815,44,90,     ,     ,     
209,20230816,48,100,     ,     ,     
209,20230817,75,120,     ,     ,     
209,20230818,53,90,     ,     ,     
209,20230819,67,120,     ,     ,     
209,20230820,40,80,     ,     ,     
209,20230821,30,50,     ,     ,     
209,20230822,50,80,     ,     ,     
209,20230823,36,60,     ,     ,     
209,20230824,49,140,     ,     ,     
209,20230825,41,70,     ,     ,     
209,20230826,66,140,     ,     ,     
209,20230827,77,190,     ,     ,     
209,20230828,40,80,     ,     ,     
209,20230829,40,100,     ,     ,     
209,20230830,79,170,     ,     ,     
209,20230831,64,180,     ,     ,     
209,20230901,39,80,     ,     ,     
209,20230902,44,90,     ,     ,     
209,20230903,30,60,     ,     ,     
209,20230904,43,70,     ,     ,     
209,20230905,46,80,     ,     ,     
209,20230906,33,60,     ,     ,     
209,20230907,46,90,     ,     ,     
209,20230908,23,50,     ,     ,     
209,20230909,20,50,     ,     ,     
209,20230910,40,70,     ,     ,     
209,20230911,47,80,     ,     ,     
209,20230912,37,80,     ,     ,     
209,20230913,67,260,     ,     ,     
209,20230914,32,70,     ,     ,     
209,20230915,44,70,     ,     ,     
209,20230916,44,120,     ,     ,     
209,20230917,52,100,     ,     ,     
209,20230918,113,240,     ,     ,     
209,20230919,159,250,     ,     ,     
209,20230920,126,210,     ,     ,     
209,20230921,57,170,     ,     ,     
209,20230922,74,150,     ,     ,     
209,20230923,60,130,     ,     ,     
209,20230924,85,130,     ,     ,     
209,20230925,61,120,     ,     ,     
209,20230926,49,80,     ,     ,     
209,20230927,53,140,     ,     ,     
209,20230928,85,170,     ,     ,     
209,20230929,80,140,     ,     ,     
209,20230930,51,90,     ,     ,     
215,20230101,74,200,120,43,50
215,20230102,38,120,78,41,28
215,20230103,55,160,63,21,1
215,20230104,107,210,117,65,39
215,20230105,67,150,105,14,56
215,20230106,62,180,103,42,44
215,20230107,77,170,103,17,60
215,20230108,63,150,82,7,65
215,20230109,60,130,74,35,38
215,20230110,72,170,77,53,37
215,20230111,80,170,99,26,56
215,20230112,105,220,107,119,38
215,20230113,88,180,90,21,59
215,20230114,81,180,85,110,27
215,20230115,83,190,64,15,61
215,20230116,57,160,41,106,50
215,20230117,33,160,14,6,50
215,20230118,55,160,35,13,56
215,20230119,48,150,33,47,37
215,20230120,35,90,12,60,17
215,20230121,16,60,-9,0,0
215,20230122,34,90,14,0,61
215,20230123,30,70,33,0,58
215,20230124,30,70,18,0,57
215,20230125,28,80,4,29,8
215,20230126,48,130,52,10,11
215,20230127,45,110,41,0,70
215,20230128,18,60,34,0,70
215,20230129,52,130,55,0,59
215,20230130,74,170,70,0,61
215,20230131,67,150,72,2,58
215,20230201,90,180,77,0,62
215,20230202,77,140,85,21,30
215,20230203,74,160,88,24,38
215,20230204,16,50,78,0,38
215,20230205,65,150,65,13,49
215,20230206,14,50,35,0,2
215,20230207,13,50,-9,0,1
215,20230208,17,70,-1,0,2
215,20230209,29,60,14,0,2
215,20230210,45,110,43,0,4
215,20230211,42,100,78,0,50
215,20230212,12,40,72,0,60
215,20230213,20,50,64,0,1
215,20230214,13,50,33,0,0
215,20230215,25,60,46,0,0
215,20230216,53,130,87,45,18
215,20230217,86,190,100,0,56
215,20230218,84,190,103,20,50
215,20230219,50,110,75,23,50
215,20230220,73,160,84,0,58
215,20230221,38,100,81,0,40
215,20230222,30,70,68,11,1
215,20230223,28,100,59,3,3
215,20230224,62,150,58,40,26
215,20230225,59,160,43,2,62
215,20230226,47,120,33,0,75
215,20230227,34,110,24,0,65
215,20230228,27,80,26,17,45
215,20230301,30,90,18,0,1
215,20230302,45,100,38,0,36
215,20230303,31,90,39,0,1
215,20230304,47,100,59,10,31
215,20230305,25,80,35,3,9
215,20230306,44,150,41,62,50
215,20230307,40,100,25,87,44
215,20230308,38,100,7,77,27
215,20230309,40,110,17,117,25
215,20230310,72,200,22,133,8
215,20230311,25,80,29,0,65
215,20230312,64,150,75,39,19
215,20230313,114,270,125,39,28
215,20230314,72,190,64,51,33
215,20230315,29,80,52,0,65
215,20230316,57,140,90,20,70
215,20230317,29,100,114,0,67
215,20230318,37,110,117,25,58
215,20230319,31,70,86,0,16
215,20230320,52,110,82,110,21
215,20230321,57,150,102,25,25
215,20230322,76,150,108,55,32
215,20230323,84,180,125,62,56
215,20230324,95,200,110,14,63
215,20230325,83,220,94,13,58
215,20230326,49,120,71,18,39
215,20230327,53,150,46,3,64
215,20230328,43,130,46,19,65
215,20230329,46,130,113,0,61
215,20230330,86,190,122,1,59
215,20230331,65,150,103,152,20
215,20230401,57,100,89,35,19
215,20230402,57,130,62,0,67
215,20230403,45,110,57,0,70
215,20230404,27,80,48,0,61
215,20230405,15,70,50,0,4
215,20230406,39,100,74,98,35
215,20230407,41,100,84,0,50
215,20230408,22,70,92,2,1
215,20230409,27,70,98,0,11
215,20230410,60,190,105,43,56
215,20230411,75,160,97,30,61
215,20230412,72,170,93,65,57
215,20230413,68,180,83,10,63
215,20230414,37,100,91,0,61
215,20230415,63,140,94,0,70
215,20230416,50,110,83,12,46
215,20230417,38,110,95,0,26
215,20230418,55,130,96,0,66
215,20230419,69,140,107,0,70
215,20230420,55,120,85,20,62
215,20230421,38,100,105,41,19
215,20230422,19,60,82,19,0
215,20230423,44,140,114,59,23
215,20230424,67,140,84,67,41
215,20230425,48,120,67,3,70
215,20230426,24,80,55,0,50
215,20230427,35,90,82,0,5
215,20230428,49,110,101,26,21
215,20230429,42,80,99,0,58
215,20230430,23,70,115,0,4
215,20230501,25,80,111,18,16
215,20230502,47,100,88,0,65
215,20230503,41,100,94,0,13
215,20230504,48,110,146,0,67
215,20230505,21,110,137,6,15
215,20230506,17,60,142,28,1
215,20230507,19,60,149,5,0
215,20230508,20,70,137,0,0
215,20230509,36,100,132,128,1
215,20230510,24,60,119,0,0
215,20230511,21,60,128,75,22
215,20230512,42,100,151,21,41
215,20230513,44,100,139,0,50
215,20230514,38,90,114,0,12
215,20230515,49,150,103,0,0
215,20230516,47,100,104,0,65
215,20230517,45,90,104,0,66
215,20230518,32,80,103,0,65
215,20230519,40,100,136,0,67
215,20230520,51,120,154,0,70
215,20230521,46,110,146,0,50
215,20230522,43,110,147,0,35
215,20230523,65,140,114,0,11
215,20230524,34,90,115,0,2
215,20230525,39,110,124,0,8
215,20230526,46,120,125,0,62
215,20230527,34,80,141,0,57
215,20230528,48,110,153,0,56
215,20230529,54,120,128,0,67
215,20230530,45,90,126,0,67
215,20230531,45,100,151,0,63
215,20230601,57,110,125,0,66
215,20230602,47,100,131,0,63
215,20230603,44,110,166,0,70
215,20230604,47,110,152,0,69
215,20230605,49,100,133,0,63
215,20230606,45,100,145,0,65
215,20230607,42,80,156,0,64
215,20230608,47,110,174,0,61
215,20230609,43,100,217,0,62
215,20230610,48,100,237,0,67
215,20230611,38,100,248,0,73
215,20230612,44,110,242,0,75
215,20230613,55,130,226,0,74
215,20230614,43,110,210,0,75
215,20230615,35,100,197,0,0
215,20230616,29,80,181,0,0
215,20230617,21,60,198,0,0
215,20230618,35,120,217,0,70
215,20230619,45,120,197,6,36
215,20230620,35,140,215,37,44
215,20230621,32,100,189,0,1
215,20230622,32,80,189,0,0
215,20230623,25,60,192,0,31
215,20230624,24,80,192,0,0
215,20230625,25,100,244,0,1
215,20230626,54,120,182,0,64
215,20230627,29,100,171,14,4
215,20230628,33,100,192,28,45
215,20230629,39,110,169,10,6
215,20230630,48,140,167,5,9
215,20230701,53,120,174,80,24
215,20230702,69,140,173,0,61
215,20230703,73,170,166,21,60
215,20230704,50,130,169,12,57
215,20230705,79,240,145,76,34
215,20230706,35,130,163,0,10
215,20230707,36,90,212,0,56
215,20230708,26,70,235,0,50
215,20230709,30,110,202,10,17
215,20230710,33,100,194,0,65
215,20230711,48,140,203,0,65
215,20230712,60,130,182,8,57
215,20230713,50,120,179,0,70
215,20230714,38,80,193,0,65
215,20230715,63,160,200,6,62
215,20230716,80,200,182,4,66
215,20230717,57,130,173,2,64
215,20230718,27,80,172,0,60
215,20230719,28,80,171,19,59
215,20230720,20,70,165,0,6
215,20230721,32,120,152,4,1
215,20230722,44,150,156,42,2
215,20230723,65,160,180,51,41
215,20230724,49,110,168,0,64
215,20230725,45,100,156,4,64
215,20230726,38,120,158,5,65
215,20230727,55,130,175,130,24
215,20230728,40,90,190,7,59
215,20230729,48,130,184,7,62
215,20230730,70,170,178,54,56
215,20230731,66,160,178,74,20
215,20230801,69,160,174,5,62
215,20230802,66,200,173,85,36
215,20230803,61,130,171,16,50
215,20230804,41,100,163,8,8
215,20230805,40,100,152,44,5
215,20230806,71,170,154,75,50
215,20230807,64,160,160,7,60
215,20230808,56,140,160,22,58
215,20230809,33,100,155,0,12
215,20230810,20,60,176,0,36
215,20230811,35,90,201,0,64
215,20230812,47,140,192,25,43
215,20230813,39,90,183,0,65
215,20230814,29,90,199,0,65
215,20230815,30,90,175,1,1
215,20230816,33,90,182,0,0
215,20230817,45,100,186,0,57
215,20230818,34,80,209,0,58
215,20230819,41,120,209,5,58
215,20230820,21,70,181,0,0
215,20230821,18,70,182,0,0
215,20230822,24,80,174,0,0
215,20230823,23,70,182,0,0
215,20230824,31,80,202,13,26
215,20230825,24,80,183,1,1
215,20230826,38,110,163,21,59
215,20230827,40,130,151,33,65
215,20230828,23,80,157,9,2
215,20230829,23,70,149,0,1
215,20230830,45,120,146,21,50
215,20230831,39,130,155,7,61
215,20230901,23,50,166,16,3
215,20230902,19,70,176,0,0
215,20230903,13,40,172,0,1
215,20230904,27,70,184,0,4
215,20230905,30,70,214,0,65
215,20230906,18,60,218,0,3
215,20230907,31,110,218,0,4
215,20230908,13,50,210,0,0
215,20230909,11,40,216,0,0
215,20230910,24,60,243,0,57
215,20230911,26,80,196,16,2
215,20230912,20,50,192,1,1
215,20230913,38,150,162,7,4
215,20230914,15,50,149,0,1
215,20230915,22,60,160,0,31
215,20230916,25,80,192,5,56
215,20230917,31,90,174,15,27
215,20230918,64,190,188,28,37
215,20230919,85,200,167,39,56
215,20230920,75,170,187,0,68
215,20230921,33,140,150,136,32
215,20230922,42,120,134,42,50
215,20230923,35,110,132,34,57
215,20230924,45,130,147,0,65
215,20230925,29,70,150,0,1
215,20230926,24,80,159,0,1
215,20230927,29,90,175,0,1
215,20230928,40,110,172,0,61
215,20230929,40,120,160,9,50
215,20230930,22,80,148,0,6
225,20230101,101,220,     ,     ,     
225,20230102,74,110,     ,     ,     
225,20230103,84,190,     ,     ,     
225,20230104,156,240,     ,     ,     
225,20230105,96,170,     ,     ,     
225,20230106,104,200,     ,     ,     
225,20230107,111,200,     ,     ,     
225,20230108,96,160,     ,     ,     
225,20230109,84,180,     ,     ,     
225,20230110,115,210,     ,     ,     
225,20230111,119,200,     ,     ,     
225,20230112,150,250,     ,     ,     
225,20230113,146,220,     ,     ,     
225,20230114,125,240,     ,     ,     
225,20230115,148,260,     ,     ,     
225,20230116,74,200,     ,     ,     
225,20230117,80,200,     ,     ,     
225,20230118,122,200,     ,     ,     
225,20230119,89,210,     ,     ,     
225,20230120,55,130,     ,     ,     
225,20230121,34,80,     ,     ,     
225,20230122,57,100,     ,     ,     
225,20230123,50,90,     ,     ,     
225,20230124,40,90,     ,     ,     
225,20230125,44,100,     ,     ,     
225,20230126,74,160,     ,     ,     
225,20230127,67,160,     ,     ,     
225,20230128,39,90,     ,     ,     
225,20230129,97,150,     ,     ,     
225,20230130,120,210,     ,     ,     
225,20230131,110,170,     ,     ,     
225,20230201,142,210,     ,     ,     
225,20230202,100,150,     ,     ,     
225,20230203,98,180,     ,     ,     
225,20230204,25,60,     ,     ,     
225,20230205,88,180,     ,     ,     
225,20230206,28,60,     ,     ,     
225,20230207,24,50,     ,     ,     
225,20230208,39,80,     ,     ,     
225,20230209,66,120,     ,     ,     
225,20230210,75,130,     ,     ,     
225,20230211,60,100,     ,     ,     
225,20230212,23,50,     ,     ,     
225,20230213,27,60,     ,     ,     
225,20230214,27,70,     ,     ,     
225,20230215,53,100,     ,     ,     
225,20230216,89,140,     ,     ,     
225,20230217,114,190,     ,     ,     
225,20230218,105,180,     ,     ,     
225,20230219,70,140,     ,     ,     
225,20230220,118,180,     ,     ,     
225,20230221,55,110,     ,     ,     
225,20230222,39,80,     ,     ,     
225,20230223,50,120,     ,     ,     
225,20230224,108,180,     ,     ,     
225,20230225,93,190,     ,     ,     
225,20230226,65,130,     ,     ,     
225,20230227,53,130,     ,     ,     
225,20230228,39,80,     ,     ,     
225,20230301,53,120,     ,     ,     
225,20230302,71,120,     ,     ,     
225,20230303,58,120,     ,     ,     
225,20230304,71,120,     ,     ,     
225,20230305,43,120,     ,     ,     
225,20230306,82,190,     ,     ,     
225,20230307,80,180,     ,     ,     
225,20230308,60,120,     ,     ,     
225,20230309,75,180,     ,     ,     
225,20230310,126,240,     ,     ,     
225,20230311,45,130,     ,     ,     
225,20230312,88,160,     ,     ,     
225,20230313,160,270,     ,     ,     
225,20230314,113,200,     ,     ,     
225,20230315,52,110,     ,     ,     
225,20230316,82,160,     ,     ,     
225,20230317,47,110,     ,     ,     
225,20230318,49,100,     ,     ,     
225,20230319,55,110,     ,     ,     
225,20230320,98,150,     ,     ,     
225,20230321,98,170,     ,     ,     
225,20230322,118,200,     ,     ,     
225,20230323,114,210,     ,     ,     
225,20230324,128,230,     ,     ,     
225,20230325,124,230,     ,     ,     
225,20230326,76,150,     ,     ,     
225,20230327,90,190,     ,     ,     
225,20230328,68,130,     ,     ,     
225,20230329,69,180,     ,     ,     
225,20230330,123,180,     ,     ,     
225,20230331,80,160,     ,     ,     
225,20230401,81,130,     ,     ,     
225,20230402,89,170,     ,     ,     
225,20230403,71,140,     ,     ,     
225,20230404,44,100,     ,     ,     
225,20230405,29,60,     ,     ,     
225,20230406,57,130,     ,     ,     
225,20230407,57,110,     ,     ,     
225,20230408,43,90,     ,     ,     
225,20230409,31,70,     ,     ,     
225,20230410,94,210,     ,     ,     
225,20230411,109,180,     ,     ,     
225,20230412,92,200,     ,     ,     
225,20230413,116,190,     ,     ,     
225,20230414,53,110,     ,     ,     
225,20230415,90,150,     ,     ,     
225,20230416,74,120,     ,     ,     
225,20230417,61,120,     ,     ,     
225,20230418,92,160,     ,     ,     
225,20230419,102,180,     ,     ,     
225,20230420,86,170,     ,     ,     
225,20230421,54,120,     ,     ,     
225,20230422,32,70,     ,     ,     
225,20230423,54,170,     ,     ,     
225,20230424,107,170,     ,     ,     
225,20230425,78,170,     ,     ,     
225,20230426,44,110,     ,     ,     
225,20230427,41,100,     ,     ,     
225,20230428,67,100,     ,     ,     
225,20230429,61,100,     ,     ,     
225,20230430,40,70,     ,     ,     
225,20230501,35,120,     ,     ,     
225,20230502,66,120,     ,     ,     
225,20230503,60,130,     ,     ,     
225,20230504,80,140,     ,     ,     
225,20230505,38,140,     ,     ,     
225,20230506,30,60,     ,     ,     
225,20230507,30,70,     ,     ,     
225,20230508,35,100,     ,     ,     
225,20230509,55,100,     ,     ,     
225,20230510,32,70,     ,     ,     
225,20230511,38,100,     ,     ,     
225,20230512,73,140,     ,     ,     
225,20230513,73,120,     ,     ,     
225,20230514,61,100,     ,     ,     
225,20230515,78,190,     ,     ,     
225,20230516,75,130,     ,     ,     
225,20230517,65,100,     ,     ,     
225,20230518,54,120,     ,     ,     
225,20230519,64,140,     ,     ,     
225,20230520,80,180,     ,     ,     
225,20230521,68,120,     ,     ,     
225,20230522,58,140,     ,     ,     
225,20230523,90,160,     ,     ,     
225,20230524,55,100,     ,     ,     
225,20230525,64,120,     ,     ,     
225,20230526,75,150,     ,     ,     
225,20230527,52,110,     ,     ,     
225,20230528,75,140,     ,     ,     
225,20230529,76,140,     ,     ,     
225,20230530,72,110,     ,     ,     
225,20230531,70,130,     ,     ,     
225,20230601,79,130,     ,     ,     
225,20230602,75,120,     ,     ,     
225,20230603,69,140,     ,     ,     
225,20230604,71,120,     ,     ,     
225,20230605,71,140,     ,     ,     
225,20230606,68,120,     ,     ,     
225,20230607,63,120,     ,     ,     
225,20230608,75,140,     ,     ,     
225,20230609,89,150,     ,     ,     
225,20230610,78,120,     ,     ,     
225,20230611,52,110,     ,     ,     
225,20230612,60,110,     ,     ,     
225,20230613,79,140,     ,     ,     
225,20230614,78,140,     ,     ,     
225,20230615,49,100,     ,     ,     
225,20230616,43,70,     ,     ,     
225,20230617,35,80,     ,     ,     
225,20230618,42,120,     ,     ,     
225,20230619,70,170,     ,     ,     
225,20230620,51,180,     ,     ,     
225,20230621,53,110,     ,     ,     
225,20230622,55,110,     ,     ,     
225,20230623,35,80,     ,     ,     
225,20230624,43,80,     ,     ,     
225,20230625,37,90,     ,     ,     
225,20230626,77,130,     ,     ,     
225,20230627,53,90,     ,     ,     
225,20230628,53,90,     ,     ,     
225,20230629,75,130,     ,     ,     
225,20230630,96,190,     ,     ,     
225,20230701,100,180,     ,     ,     
225,20230702,114,170,     ,     ,     
225,20230703,124,220,     ,     ,     
225,20230704,82,160,     ,     ,     
225,20230705,142,410,     ,     ,     
225,20230706,62,110,     ,     ,     
225,20230707,51,110,     ,     ,     
225,20230708,55,110,     ,     ,     
225,20230709,41,130,     ,     ,     
225,20230710,48,100,     ,     ,     
225,20230711,71,140,     ,     ,     
225,20230712,101,160,     ,     ,     
225,20230713,85,130,     ,     ,     
225,20230714,63,130,     ,     ,     
225,20230715,113,220,     ,     ,     
225,20230716,165,250,     ,     ,     
225,20230717,105,160,     ,     ,     
225,20230718,43,90,     ,     ,     
225,20230719,42,80,     ,     ,     
225,20230720,30,80,     ,     ,     
225,20230721,54,120,     ,     ,     
225,20230722,108,210,     ,     ,     
225,20230723,128,190,     ,     ,     
225,20230724,87,140,     ,     ,     
225,20230725,71,160,     ,     ,     
225,20230726,68,190,     ,     ,     
225,20230727,95,150,     ,     ,     
225,20230728,75,110,     ,     ,     
225,20230729,101,150,     ,     ,     
225,20230730,128,180,     ,     ,     
225,20230731,130,190,     ,     ,     
225,20230801,111,170,     ,     ,     
225,20230802,98,210,     ,     ,     
225,20230803,93,170,     ,     ,     
225,20230804,64,120,     ,     ,     
225,20230805,54,140,     ,     ,     
225,20230806,115,220,     ,     ,     
225,20230807,113,200,     ,     ,     
225,20230808,105,160,     ,     ,     
225,20230809,53,100,     ,     ,     
225,20230810,35,80,     ,     ,     
225,20230811,63,100,     ,     ,     
225,20230812,86,170,     ,     ,     
225,20230813,90,160,     ,     ,     
225,20230814,40,100,     ,     ,     
225,20230815,49,100,     ,     ,     
225,20230816,52,140,     ,     ,     
225,20230817,77,140,     ,     ,     
225,20230818,54,100,     ,     ,     
225,20230819,65,130,     ,     ,     
225,20230820,43,70,     ,     ,     
225,20230821,31,50,     ,     ,     
225,20230822,52,90,     ,     ,     
225,20230823,36,60,     ,     ,     
225,20230824,48,100,     ,     ,     
225,20230825,43,80,     ,     ,     
225,20230826,65,150,     ,     ,     
225,20230827,78,190,     ,     ,     
225,20230828,41,90,     ,     ,     
225,20230829,42,100,     ,     ,     
225,20230830,77,180,     ,     ,     
225,20230831,66,180,     ,     ,     
225,20230901,35,80,     ,     ,     
225,20230902,43,90,     ,     ,     
225,20230903,28,60,     ,     ,     
225,20230904,40,80,     ,     ,     
225,20230905,45,90,     ,     ,     
225,20230906,31,60,     ,     ,     
225,20230907,45,90,     ,     ,     
225,20230908,25,60,     ,     ,     
225,20230909,19,60,     ,     ,     
225,20230910,35,70,     ,     ,     
225,20230911,47,90,     ,     ,     
225,20230912,37,80,     ,     ,     
225,20230913,62,260,     ,     ,     
225,20230914,27,70,     ,     ,     
225,20230915,39,80,     ,     ,     
